,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1.0,54.14978790283203,144.4536895751953,158.83522033691406,133.54434204101562,102.81487274169922,94.65320587158203,191.7747039794922,87.60494232177734,93.5896987915039,288.38568115234375,108.37483978271484,56.66230010986328,46.36981201171875,107.55997467041016,218.92984008789062,29.218040466308594,124.076904296875,7.837316036224365,38.5498046875,165.99734497070312,87.22532653808594,16.747581481933594,85.1650619506836,98.68973541259766,195.33383178710938,59.66667938232422,79.71843719482422,55.89236831665039,204.51832580566406,45.612586975097656,69.29920959472656,110.46131896972656,64.16446685791016,27.496604919433594,90.22805786132812,61.660255432128906,250.28128051757812,133.97406005859375,238.75726318359375,137.52296447753906,7.91311502456665,419.0527038574219,222.8272247314453,246.84950256347656,65.72298431396484,20.13211441040039,36.35857009887695,89.90270233154297,47.05911636352539,50.65170669555664,76.9903335571289,142.68309020996094,223.4169921875,284.3725891113281,100.57489776611328,180.66619873046875,112.78385162353516,206.31027221679688,101.29132843017578,137.85052490234375,123.1676254272461,166.37965393066406,269.2425537109375,122.30039978027344,152.36485290527344,100.0522689819336,25.86530303955078,213.09335327148438,90.80929565429688,165.98338317871094,69.649169921875,58.13725280761719,68.1301040649414,84.13021850585938,332.3070068359375,121.52871704101562,2.724226236343384,21.331085205078125,0.2884930670261383,103.12383270263672,93.01534271240234,342.50750732421875,104.89522552490234,316.4098815917969,114.11105346679688,144.00814819335938,53.059898376464844,261.00408935546875,65.79788208007812,87.4143295288086,60.76444625854492,124.38228607177734,134.7794952392578,309.00030517578125,217.8498077392578,117.3797607421875,130.56631469726562,272.07757568359375,250.71963500976562
1,3.0,252.61061096191406,241.19102478027344,233.4651641845703,110.50364685058594,155.62977600097656,137.31263732910156,89.69559478759766,54.341007232666016,90.44429016113281,61.12956237792969,155.26939392089844,369.759765625,105.05644226074219,300.6425476074219,111.72523498535156,123.18981170654297,106.53661346435547,314.4976501464844,240.99624633789062,75.23847961425781,149.02069091796875,120.22386932373047,197.7748565673828,186.56085205078125,85.3790054321289,356.3507995605469,150.76113891601562,113.84296417236328,201.32862854003906,125.55078887939453,291.7745666503906,56.110755920410156,248.58277893066406,189.3957061767578,142.8422393798828,122.03775787353516,162.76121520996094,243.23028564453125,221.1240692138672,87.2785415649414,160.869140625,165.67449951171875,105.7421646118164,13.4871244430542,111.36796569824219,175.1404266357422,129.4775848388672,235.53433227539062,191.72573852539062,275.1553649902344,135.03199768066406,219.90994262695312,157.58770751953125,385.5218200683594,173.3974609375,115.83454895019531,151.37237548828125,354.9678039550781,191.85546875,189.95742797851562,89.2633285522461,673.1270141601562,78.66560363769531,72.46344757080078,124.58505249023438,101.67475891113281,201.30465698242188,261.3287658691406,195.31076049804688,239.3882598876953,279.19384765625,178.49598693847656,280.99530029296875,159.584228515625,47.494850158691406,285.22174072265625,323.8661193847656,164.8347930908203,177.00112915039062,366.3179626464844,128.09066772460938,181.76467895507812,216.35011291503906,444.5156555175781,185.5121612548828,474.8313293457031,136.73065185546875,367.43316650390625,87.63932800292969,317.5055236816406,238.9368438720703,173.09616088867188,46.34870529174805,331.1859130859375,108.54589080810547,135.2168731689453,149.06503295898438,142.31869506835938,228.31512451171875
2,5.0,146.01068115234375,132.22137451171875,177.95631408691406,124.79933166503906,125.01421356201172,277.72314453125,149.33978271484375,167.22467041015625,282.4530334472656,114.0543441772461,268.47064208984375,152.05335998535156,211.00218200683594,117.26050567626953,127.42159271240234,236.29031372070312,171.85955810546875,317.3811340332031,178.45013427734375,65.2222671508789,244.65623474121094,132.7878875732422,195.12466430664062,116.76744079589844,203.89773559570312,397.5773620605469,164.75379943847656,139.69126892089844,141.2156524658203,241.49391174316406,138.52932739257812,145.89703369140625,207.15463256835938,165.99790954589844,182.49560546875,272.3284912109375,262.5362548828125,494.3754577636719,288.0243225097656,206.067626953125,131.47848510742188,216.27813720703125,76.45671081542969,106.561279296875,279.01654052734375,168.32601928710938,463.5748291015625,118.47395324707031,86.93797302246094,179.23866271972656,281.7908630371094,217.84524536132812,171.035888671875,242.82818603515625,189.54013061523438,210.58555603027344,124.07665252685547,306.9598083496094,377.5559387207031,159.70291137695312,295.77203369140625,180.27786254882812,194.79750061035156,135.55812072753906,262.7273864746094,303.3968505859375,234.13119506835938,178.60116577148438,260.25604248046875,193.6371612548828,189.08413696289062,175.72804260253906,172.19668579101562,354.16754150390625,252.46043395996094,233.98822021484375,258.708984375,276.3583984375,404.8582458496094,169.72274780273438,213.21006774902344,131.86239624023438,349.28533935546875,412.39495849609375,160.936767578125,264.25799560546875,172.45835876464844,93.39436340332031,182.86474609375,169.2594757080078,219.73240661621094,179.81434631347656,149.70664978027344,263.25189208984375,170.9888153076172,132.90985107421875,153.9893341064453,140.85415649414062,163.13951110839844
3,7.0,129.88429260253906,246.67593383789062,270.36810302734375,178.6508026123047,203.84323120117188,185.73049926757812,117.39718627929688,173.7019805908203,236.47531127929688,275.8182373046875,133.09425354003906,183.94309997558594,289.0882873535156,229.5048065185547,268.40460205078125,231.30726623535156,233.99456787109375,232.24795532226562,226.65284729003906,305.8460693359375,271.20343017578125,247.04722595214844,214.14712524414062,207.29849243164062,231.65797424316406,259.74285888671875,257.44427490234375,220.12062072753906,191.33328247070312,161.85037231445312,201.8691864013672,271.993408203125,170.40443420410156,163.0868682861328,204.06285095214844,126.54208374023438,198.97596740722656,126.93212127685547,230.02297973632812,156.25518798828125,146.08432006835938,106.5096435546875,264.13739013671875,173.98585510253906,209.3144073486328,233.78277587890625,158.9739227294922,156.48130798339844,335.77642822265625,358.1368713378906,292.0549621582031,111.31649017333984,90.74199676513672,215.06491088867188,152.59288024902344,283.4870300292969,212.17286682128906,188.26605224609375,205.85598754882812,268.1010437011719,86.31903839111328,167.63681030273438,202.6916961669922,281.9185485839844,113.9122543334961,120.98123931884766,196.54013061523438,204.9615020751953,246.0095672607422,264.36102294921875,243.981201171875,128.53941345214844,258.3837585449219,278.84564208984375,249.27610778808594,137.6624298095703,276.8522644042969,195.02621459960938,154.8790740966797,213.6214141845703,236.17039489746094,141.79653930664062,254.4021759033203,243.9906768798828,119.1422348022461,182.55569458007812,253.99575805664062,216.5411834716797,208.22488403320312,103.79039764404297,149.46475219726562,117.0455322265625,212.22164916992188,163.70860290527344,193.59149169921875,271.86737060546875,344.8357238769531,173.18052673339844,213.34059143066406
4,9.0,212.81809997558594,164.12306213378906,271.91143798828125,154.21937561035156,128.3300018310547,223.01551818847656,281.6585693359375,310.9449462890625,175.9503631591797,281.4737243652344,143.7395477294922,152.66162109375,174.2505645751953,177.3678741455078,257.5704650878906,161.60768127441406,224.75755310058594,217.1749725341797,157.7675018310547,172.08984375,185.7988739013672,274.0691833496094,321.4055480957031,232.50550842285156,218.47314453125,226.27688598632812,263.8250732421875,152.92901611328125,173.6496124267578,210.10150146484375,137.99716186523438,273.4403381347656,219.3162078857422,306.22442626953125,117.29776000976562,173.93092346191406,115.64632415771484,235.20285034179688,217.17453002929688,177.7169647216797,191.38043212890625,149.3385467529297,163.54293823242188,125.41388702392578,141.26123046875,189.55722045898438,151.66421508789062,209.530517578125,168.1053924560547,239.51893615722656,196.754150390625,155.52090454101562,217.2796173095703,297.3675537109375,162.460205078125,136.49610900878906,245.0046844482422,190.56106567382812,257.6273193359375,102.26441955566406,228.04139709472656,240.96971130371094,217.69235229492188,247.89332580566406,290.01251220703125,213.6609344482422,173.34881591796875,203.28221130371094,249.18601989746094,199.86866760253906,230.83685302734375,290.4350280761719,215.61537170410156,273.3035888671875,220.09393310546875,190.60430908203125,202.97073364257812,251.35012817382812,212.97377014160156,226.04319763183594,196.9347686767578,151.1332550048828,137.35696411132812,215.7024688720703,228.16331481933594,148.3739471435547,221.2230682373047,108.28193664550781,141.34901428222656,111.32090759277344,179.1000213623047,164.1399383544922,140.99928283691406,294.8935852050781,240.1757354736328,217.14732360839844,218.36093139648438,312.49774169921875,266.7216491699219
5,11.0,254.05430603027344,136.8953094482422,177.0731964111328,312.30267333984375,199.28480529785156,227.60751342773438,170.05953979492188,163.55157470703125,385.3673095703125,201.98475646972656,418.47296142578125,193.79473876953125,270.4273376464844,235.9106903076172,217.73403930664062,224.55899047851562,221.20132446289062,281.49114990234375,301.2972412109375,231.17080688476562,150.5895538330078,144.15545654296875,212.3157196044922,238.61795043945312,159.1197052001953,175.69012451171875,342.8115234375,224.12953186035156,305.0716857910156,265.2813720703125,160.6537322998047,202.66116333007812,217.79722595214844,298.4653625488281,266.1009216308594,175.17039489746094,223.0586395263672,208.80397033691406,272.8372802734375,126.41421508789062,197.44467163085938,209.28712463378906,175.911865234375,184.79510498046875,196.43032836914062,164.90379333496094,163.91659545898438,217.77381896972656,302.31884765625,259.1431884765625,203.68875122070312,237.44288635253906,148.4948272705078,241.87452697753906,183.3945770263672,176.7307891845703,150.2410125732422,170.9143524169922,358.87548828125,99.67766571044922,104.81340026855469,170.87835693359375,242.9761505126953,149.28680419921875,290.7543640136719,231.5451202392578,135.7456817626953,102.280517578125,210.01353454589844,204.22178649902344,161.8515625,189.99378967285156,132.40672302246094,262.8683776855469,337.87982177734375,543.6317749023438,306.2286071777344,226.54360961914062,164.9534454345703,237.87208557128906,257.498291015625,213.67074584960938,234.88888549804688,168.74273681640625,247.3075714111328,351.7267150878906,169.87014770507812,181.75875854492188,258.4544982910156,206.73434448242188,158.6775360107422,176.30484008789062,206.63723754882812,224.57728576660156,174.84078979492188,130.9907684326172,321.56695556640625,206.7750701904297,278.26556396484375
6,13.0,273.86309814453125,236.21047973632812,176.4058074951172,202.83233642578125,203.66409301757812,185.94931030273438,217.0358428955078,240.71316528320312,175.42974853515625,156.54119873046875,138.30445861816406,159.17445373535156,189.62269592285156,219.59535217285156,328.0999450683594,200.52467346191406,177.4791717529297,210.6244659423828,318.44390869140625,215.27908325195312,247.70701599121094,150.0635528564453,270.4378967285156,212.9879913330078,189.43727111816406,146.86241149902344,257.75262451171875,292.1717834472656,174.5775909423828,227.19288635253906,279.1119079589844,145.38919067382812,237.2756805419922,344.8040771484375,208.01611328125,237.78860473632812,217.58529663085938,173.8837127685547,199.40335083007812,249.12156677246094,233.93711853027344,215.53453063964844,224.35397338867188,290.4545593261719,315.26025390625,212.73968505859375,353.1180114746094,141.1074676513672,280.0468444824219,261.5896911621094,286.1545715332031,189.21730041503906,213.085693359375,244.909912109375,245.13221740722656,216.12828063964844,184.11285400390625,276.3619384765625,165.9181365966797,294.55267333984375,201.7415313720703,217.4828338623047,201.29385375976562,295.3202819824219,298.6136474609375,217.84527587890625,176.67857360839844,201.9907684326172,182.35626220703125,216.205810546875,245.95872497558594,165.87608337402344,212.44227600097656,267.49774169921875,308.17724609375,219.77584838867188,298.8318786621094,233.54818725585938,291.9267272949219,217.24681091308594,138.7279510498047,138.50306701660156,294.5140380859375,160.40283203125,282.0536193847656,246.25218200683594,178.36314392089844,334.2783508300781,198.34083557128906,164.8757781982422,237.29147338867188,209.03610229492188,230.1197967529297,176.8278350830078,304.51776123046875,220.3706817626953,238.64474487304688,223.5088348388672,216.0840301513672
7,15.0,210.7445526123047,279.6399230957031,219.2271270751953,242.00149536132812,163.12994384765625,175.6954803466797,237.7217559814453,213.06455993652344,265.78375244140625,214.7660675048828,192.5910186767578,149.136474609375,213.32327270507812,201.09701538085938,250.3511199951172,207.46530151367188,203.9380340576172,278.4713439941406,268.9937438964844,182.1389617919922,174.161865234375,293.0971984863281,197.56134033203125,212.42662048339844,133.62759399414062,235.71653747558594,254.4574432373047,181.96910095214844,179.9433135986328,177.7106170654297,224.28810119628906,208.9778289794922,220.23712158203125,206.57347106933594,205.7156219482422,224.15756225585938,329.4153747558594,178.0083770751953,272.6585998535156,229.38504028320312,195.64437866210938,211.18792724609375,207.4517059326172,263.91485595703125,161.05526733398438,246.65769958496094,309.4256591796875,208.17262268066406,197.1529083251953,192.19190979003906,187.9012908935547,202.86474609375,273.5269775390625,212.40969848632812,238.83050537109375,275.97705078125,152.77308654785156,244.3599395751953,265.791015625,255.2431182861328,266.29742431640625,206.08885192871094,245.59127807617188,240.74732971191406,144.537353515625,228.50845336914062,242.47482299804688,215.6389617919922,133.77565002441406,202.5062713623047,136.60780334472656,273.5331115722656,277.13311767578125,146.5775909423828,188.8640899658203,172.39930725097656,217.50071716308594,151.71755981445312,272.08935546875,185.20399475097656,191.31980895996094,230.97421264648438,189.2295379638672,246.795654296875,175.09388732910156,207.29541015625,222.75994873046875,218.8800811767578,177.884033203125,255.0543975830078,195.3946075439453,156.53616333007812,223.8353729248047,257.4535827636719,226.652099609375,184.31101989746094,165.85145568847656,247.99708557128906,197.5647735595703
8,17.0,140.550048828125,181.15386962890625,290.13397216796875,147.41209411621094,232.4182586669922,192.2709197998047,215.16793823242188,203.14540100097656,199.01333618164062,238.52171325683594,205.41864013671875,209.2754364013672,166.13436889648438,302.56134033203125,122.37462615966797,286.0483703613281,250.5185089111328,156.43592834472656,219.47064208984375,234.99197387695312,208.8364715576172,258.93096923828125,197.2481231689453,167.9372100830078,207.04986572265625,249.2112274169922,179.530029296875,364.82525634765625,188.38970947265625,272.27178955078125,235.15696716308594,210.6304168701172,201.2023468017578,153.35499572753906,205.43911743164062,146.0766143798828,170.896240234375,285.0672607421875,189.10926818847656,298.34954833984375,255.65872192382812,219.96913146972656,233.66197204589844,172.43772888183594,163.44798278808594,194.1630401611328,220.79800415039062,178.89834594726562,302.2822570800781,208.71864318847656,144.5219268798828,196.6455535888672,230.74874877929688,287.75360107421875,217.36634826660156,168.34866333007812,135.60763549804688,227.51095581054688,181.58302307128906,202.78916931152344,249.61631774902344,194.3136749267578,151.80189514160156,196.77206420898438,302.2303771972656,126.4205322265625,254.92005920410156,188.09832763671875,200.80270385742188,242.62075805664062,185.53016662597656,233.11302185058594,172.45864868164062,119.06275939941406,186.79385375976562,232.1689910888672,179.95974731445312,158.33758544921875,209.65696716308594,223.2464141845703,251.76463317871094,249.73324584960938,177.8618621826172,234.47999572753906,259.8122863769531,158.80142211914062,273.28662109375,138.97747802734375,253.437255859375,199.9912872314453,189.02064514160156,218.3519744873047,218.00765991210938,224.03175354003906,154.773193359375,240.95860290527344,268.1529846191406,165.19839477539062,201.46807861328125
9,19.0,193.37583923339844,182.53662109375,153.71670532226562,177.0698699951172,250.9512481689453,133.13938903808594,191.04380798339844,160.44842529296875,174.60317993164062,305.17828369140625,202.54969787597656,242.4403533935547,225.11717224121094,245.5721893310547,272.1708679199219,172.07015991210938,166.0973663330078,220.03085327148438,194.60232543945312,184.37815856933594,223.1011199951172,214.29527282714844,243.27540588378906,216.59652709960938,303.4615173339844,292.2893371582031,176.37184143066406,293.7232971191406,241.4560546875,184.03099060058594,229.43028259277344,245.9497528076172,250.37266540527344,233.45831298828125,178.3955841064453,216.7696075439453,218.46653747558594,164.3981475830078,227.95970153808594,260.3153991699219,149.40707397460938,277.5910949707031,173.8349151611328,281.88623046875,144.03501892089844,241.60536193847656,226.8740997314453,171.60546875,176.26028442382812,199.4354705810547,189.56832885742188,215.4641571044922,240.20350646972656,217.55245971679688,218.341064453125,169.82632446289062,324.3993835449219,267.6683044433594,259.5174865722656,189.08883666992188,274.3797302246094,286.2630310058594,189.33380126953125,226.2869110107422,256.41363525390625,212.94952392578125,157.92596435546875,224.44886779785156,242.01382446289062,196.5510711669922,297.4010925292969,252.93946838378906,153.7352752685547,190.14260864257812,182.605224609375,193.53028869628906,229.78602600097656,235.8521270751953,230.83642578125,261.0404357910156,288.5225524902344,223.81988525390625,226.86685180664062,217.30130004882812,179.33340454101562,190.32327270507812,222.12586975097656,252.91925048828125,266.52178955078125,224.9145050048828,274.7894592285156,164.52886962890625,228.729248046875,249.25872802734375,214.458251953125,194.2451171875,277.8088073730469,218.1931610107422,205.56103515625
